"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USS0007K01S","1986","39.08","-107.14","2804.2","NORTH LOST TRAIL, CO US","","","","","       142","T","       142","T","         3","T","","","","","","","        27","T","        43","T","         0","T","","","","","  30.5"," ,T,0925,+","   28.0","T,0818, ","","","","","","","","","","","","","","","","","","","","","","","","","    981.2"," ,T","","","     11.15","T","",""
"USS0007K01S","1987","39.08","-107.14","2804.2","NORTH LOST TRAIL, CO US","","","","","       106","T","       106","T","         0","T","","","","","","","        41","T","        58","T","         0","T","","","","","  20.3"," ,T,0822, ","   28.6","T,0725, ","","","","","","","","","","","","","","","","","","","","","","","","","    649.2"," ,T","","","     11.35","T","",""
"USS0007K01S","1988","39.08","-107.14","2804.2","NORTH LOST TRAIL, CO US","","","","","       123","T","       123","T","         3","T","","","","","","","        58","T","        67","T","         0","T","","","","","  30.5"," ,T,1108, ","   26.7","T,0814, ","","","","","","","","","","","","","","","","","","","","","","","","","    824.0"," ,T","","","     11.15","T","",""
"USS0007K01S","1989","39.08","-107.14","2804.2","NORTH LOST TRAIL, CO US","","","","","       102","T","       102","T","         3","T","","","","","","","        36","T","        54","T","         0","T","","","","","  38.1"," ,T,0203, ","   30.8","T,0706, ","","","","","","","","","","","","","","","","","","","","","","","","","    677.0"," ,T","","","     11.56","T","",""
"USS0007K01S","1990","39.08","-107.14","2804.2","NORTH LOST TRAIL, CO US","","","","","       139","T","       139","T","         1","T","","","","","","","        57","T","        65","T","         0","T","","","","","  25.4"," ,T,0217, ","   29.5","T,0630, ","","","","","","","","","","","","","","","","","","","","","","","","","    820.9"," ,T","","","     11.34","T","",""
"USS0007K01S","1991","39.08","-107.14","2804.2","NORTH LOST TRAIL, CO US","","","","","       137","T","       137","T","         0","T","","","","","","","        48","T","        49","T","         0","T","","","","","  22.9"," ,T,1024,+","   27.5","T,0706, ","","","","","","","","","","","","","","","","","","","","","","","","","    833.6"," ,T","","","     10.98","T","",""
"USS0007K01S","1992","39.08","-107.14","2804.2","NORTH LOST TRAIL, CO US","","","","","       125","T","       125","T","         2","T","","","","","","","        43","T","        43","T","         0","T","","","","","  30.5"," ,T,0526, ","   25.0","T,0706, ","","","","","","","","","","","","","","","","","","","","","    4591.7","7","    4591.7","T","    867.3"," ,T","","","     11.04","T","",""
"USS0007K01S","1993","39.08","-107.14","2804.2","NORTH LOST TRAIL, CO US","","","","","       145","T","       145","T","         4","T","","","","","","","","","","","","","","","","","  33.0"," ,T,0219, ","","","","","","","","","","","","","","","","","","","","","","","","","","","   1087.2"," ,T","","","","","",""
"USS0007K01S","1994","39.08","-107.14","2804.2","NORTH LOST TRAIL, CO US","      0.7","","       0.7","T","       119","T","       119","T","         2","T","","","        13","T","       209","T","        44","T","        79","T","         0","T","  -25.2","T,0131, ","","","  35.6"," ,T,0208, ","   27.2","T,0807,+","-1.9","T,0915","-2.3","T,0922","-4.6","T,1007","-7.0","T,1016","-9.6","T,1104","-0.1","T,0707","-2.6","T,0521","-4.8","T,0429","-6.9","T,0426","-10.7","T,0412","","","","","    744.5"," ,T","      4.45","T","     11.94","T","     -3.05","T"
"USS0007K01S","1995","39.08","-107.14","2804.2","NORTH LOST TRAIL, CO US","      0.7","","       0.7","T","       168","T","       168","T","         6","T","","","         4","T","       250","T","        35","T","        56","T","         0","T","  -20.9","T,0101, ","","","  50.8"," ,T,0214, ","   27.5","T,0729, ","-3.6","T,0921","-3.6","T,0921","-5.4","T,0922","-9.1","T,1005","-9.1","T,1005","-2.3","T,0618","-2.3","T,0618","-6.5","T,0513","-8.6","T,0424","-10.7","T,0422","    5204.1","1","    5204.1","T","   1156.1"," ,T","      4.17","T","     11.33","T","     -3.00","T"
