"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"USC00368763","1954","40.8483","-75.9995","347.5","TAMAQUA 4 N DAM, PA US","       140","0","        82","0","         9","0","","","","","        10"," ","        20"," ","","","","","  55.9"," ,0,0302, ","   1085.7"," ,0","",""
"USC00368763","1955","40.8483","-75.9995","347.5","TAMAQUA 4 N DAM, PA US","","","","","","","","","","","        10"," ","        26"," ","","","","","","","","","",""
"USC00368763","1956","40.8483","-75.9995","347.5","TAMAQUA 4 N DAM, PA US","","","","","","","","","","","        24"," ","        21"," ","","","","","","","","","",""
"USC00368763","1957","40.8483","-75.9995","347.5","TAMAQUA 4 N DAM, PA US","        96","0","        68","0","        12","0","","","","","        14"," ","         8"," ","","","","","  74.4"," ,0,1221, ","   1061.1"," ,0","",""
"USC00368763","1958","40.8483","-75.9995","347.5","TAMAQUA 4 N DAM, PA US","       100","0","        81","0","        13","0","","","","","        23"," ","         3"," ","","","","","  45.5"," ,0,0228, ","   1146.2"," ,0","",""
"USC00368763","1959","40.8483","-75.9995","347.5","TAMAQUA 4 N DAM, PA US","        96","0","        76","0","        12","0","","","","","         6"," ","         1"," ","","","","","  69.6"," ,0,1128, ","   1093.5"," ,0","",""
"USC00368763","1960","40.8483","-75.9995","347.5","TAMAQUA 4 N DAM, PA US","        90","0","        84","0","        16","0","","","","","         5"," ","","","","","","","  89.4"," ,0,0618, ","   1416.0"," ,0","",""
"USC00368763","1961","40.8483","-75.9995","347.5","TAMAQUA 4 N DAM, PA US","        88","0","        79","0","        11","0","","","","","         7"," ","         2"," ","","","","","  88.9"," ,0,0622, ","   1195.7"," ,0","",""
"USC00368763","1962","40.8483","-75.9995","347.5","TAMAQUA 4 N DAM, PA US","        94","0","        73","0","        10","0","       62","","","","        17"," ","        14"," ","   305"," ,0,1209,+","","","  62.0"," ,0,0107, ","   1059.4"," ,0","",""
"USC00368763","1963","40.8483","-75.9995","347.5","TAMAQUA 4 N DAM, PA US","        79","0","        59","0","         6","0","","","","","         3"," ","         2"," ","","","","","  41.9"," ,0,1107, ","    768.9"," ,0","",""
"USC00368763","1964","40.8483","-75.9995","347.5","TAMAQUA 4 N DAM, PA US","        93","0","        70","0","         7","0","","","","","","","         2"," ","","","","","  55.1"," ,0,0608, ","   1003.0"," ,0","",""
"USC00368763","1965","40.8483","-75.9995","347.5","TAMAQUA 4 N DAM, PA US","","","","","","","","","","","","","         9"," ","","","","","","","","","",""
"USC00368763","1966","40.8483","-75.9995","347.5","TAMAQUA 4 N DAM, PA US","        98","0","        74","0","         6","0","       55","","","","","","        15"," ","   737"," ,0,0203, ","","","  50.5"," ,0,1129, ","    932.6"," ,0","",""
"USC00368763","1967","40.8483","-75.9995","347.5","TAMAQUA 4 N DAM, PA US","       115","0","        88","0","        11","0","","","","","","","        23"," ","","","","","  55.6"," ,0,1103, ","   1127.5"," ,0","",""
"USC00368763","1968","40.8483","-75.9995","347.5","TAMAQUA 4 N DAM, PA US","       104","0","        78","0","         8","0","","","","","","","        20"," ","","","",""," 108.0"," ,0,0911, ","   1056.8"," ,0","",""
"USC00368763","1969","40.8483","-75.9995","347.5","TAMAQUA 4 N DAM, PA US","       105","0","        74","0","        14","0","","","","","","","         3"," ","","","","","  86.1"," ,0,0802, ","   1120.6"," ,0","",""
"USC00368763","1970","40.8483","-75.9995","347.5","TAMAQUA 4 N DAM, PA US","       106","0","        73","0","        14","0","","","","","","","        11"," ","","","","","  64.5"," ,0,1022, ","   1174.9"," ,0","",""
"USC00368763","1971","40.8483","-75.9995","347.5","TAMAQUA 4 N DAM, PA US","       110","0","        88","0","        11","0","","","","","","","        10"," ","","","","","  62.5"," ,0,0730, ","   1254.8"," ,0","",""
"USC00368763","1972","40.8483","-75.9995","347.5","TAMAQUA 4 N DAM, PA US","       134","0","       100","0","        14","0","","","","","","","         1"," ","","","",""," 134.1"," ,0,0623, ","   1546.9"," ,0","",""
"USC00368763","1973","40.8483","-75.9995","347.5","TAMAQUA 4 N DAM, PA US","       111","0","        88","0","        14","0","","","         0","0","","","         1"," ","","","    13"," ,0,1110, "," 105.2"," ,0,0802, ","   1544.2"," ,0","       13"," ,0"
"USC00368763","1974","40.8483","-75.9995","347.5","TAMAQUA 4 N DAM, PA US","       117","0","        98","0","        14","0","","","","","","","        33"," ","","","","","  69.9"," ,0,1208, ","   1303.7"," ,0","",""
"USC00368763","1975","40.8483","-75.9995","347.5","TAMAQUA 4 N DAM, PA US","       131","0","       109","0","        14","0","       40","","        11","0","","","        36"," ","   178"," ,0,0121,+","   163"," ,0,0119, ","  79.5"," ,0,0725, ","   1589.0"," ,0","      857"," ,0"
"USC00368763","1976","40.8483","-75.9995","347.5","TAMAQUA 4 N DAM, PA US","       106","0","        92","0","        14","0","       38","","        16","0","","","        35"," ","   203"," ,0,1229,+","   152"," ,0,0310, ","  71.1"," ,0,0127, ","   1361.6"," ,0","      976"," ,0"
"USC00368763","1977","40.8483","-75.9995","347.5","TAMAQUA 4 N DAM, PA US","       122","0","       104","0","        18","0","       82","","","","","","        30"," ","   330"," ,0,0206,+","","","  62.7"," ,0,0305, ","   1415.0"," ,0","",""
"USC00368763","1978","40.8483","-75.9995","347.5","TAMAQUA 4 N DAM, PA US","       100","0","        84","0","        16","0","       96","","        16","0","","","        24"," ","   762"," ,0,0209,+","   559"," ,0,0207, ","  89.2"," ,0,0109, ","   1335.6"," ,0","     1791"," ,0"
"USC00368763","1979","40.8483","-75.9995","347.5","TAMAQUA 4 N DAM, PA US","       135","0","       110","0","        19","0","       59","","        10","0","","","        15"," ","   330"," ,0,0221,+","   254"," ,0,0219, ","  95.0"," ,0,0906, ","   1642.7"," ,0","      800"," ,0"
"USC00368763","1980","40.8483","-75.9995","347.5","TAMAQUA 4 N DAM, PA US","       114","0","        77","0","        10","0","       44","","        11","0","","","        29"," ","   152"," ,0,1218,+","   152"," ,0,1118, ","  43.2"," ,0,1026, ","    959.0"," ,0","      799"," ,0"
"USC00368763","1981","40.8483","-75.9995","347.5","TAMAQUA 4 N DAM, PA US","       118","0","        88","0","        15","0","       57","","","","","","        19"," ","   305"," ,0,1220,+","","","  68.8"," ,0,0202, ","   1325.5"," ,0","",""
"USC00368763","1982","40.8483","-75.9995","347.5","TAMAQUA 4 N DAM, PA US","       124","0","       101","0","        11","0","","","","","        27"," ","        29"," ","","","","","  57.7"," ,0,0825, ","   1308.3"," ,0","",""
"USC00368763","1983","40.8483","-75.9995","347.5","TAMAQUA 4 N DAM, PA US","       124","0","        93","0","        24","0","       59","","        12","0","        53"," ","        19"," ","   457"," ,0,0215,+","   406"," ,0,0212, "," 137.7"," ,0,0416, ","   1697.3"," ,0","     1293"," ,0"
"USC00368763","1984","40.8483","-75.9995","347.5","TAMAQUA 4 N DAM, PA US","       142","0","       103","0","        13","0","       73","","        17","0","        78"," ","        31"," ","   254"," ,0,0330, ","   152"," ,0,0330,+","  80.0"," ,0,0529, ","   1356.7"," ,0","     1154"," ,0"
"USC00368763","1985","40.8483","-75.9995","347.5","TAMAQUA 4 N DAM, PA US","       125","0","        95","0","         9","0","       66","","        12","0","        49"," ","        26"," ","   254"," ,0,0209,+","   102"," ,0,0206, ","  53.8"," ,0,0928, ","   1072.1"," ,0","      536"," ,0"
"USC00368763","1986","40.8483","-75.9995","347.5","TAMAQUA 4 N DAM, PA US","       125","0","        90","0","        12","0","       60","","        12","0","        62"," ","        31"," ","   356"," ,0,0212, ","   102"," ,0,0207,+","  62.0"," ,0,0315, ","   1203.1"," ,0","      687"," ,0"
"USC00368763","1987","40.8483","-75.9995","347.5","TAMAQUA 4 N DAM, PA US","       106","0","        82","0","        14","0","       67","","        13","0","        65"," ","        26"," ","   508"," ,0,0125,+","   406"," ,0,0123, ","  91.4"," ,0,0913, ","   1301.1"," ,0","     1475"," ,0"
"USC00368763","1988","40.8483","-75.9995","347.5","TAMAQUA 4 N DAM, PA US","","","","","","","","","","","        47"," ","        17"," ","","","","","","","","","",""
"USC00368763","1989","40.8483","-75.9995","347.5","TAMAQUA 4 N DAM, PA US","       132","0","        97","0","        11","0","       36","","         9","0","        99"," ","        25"," ","   203"," ,0,1230, ","   152"," ,0,1216, ","  72.1"," ,0,0506, ","   1280.1"," ,0","      685"," ,0"
"USC00368763","1990","40.8483","-75.9995","347.5","TAMAQUA 4 N DAM, PA US","       130","0","       109","0","        18","0","       25","","        11","0","        89"," ","        29"," ","   356"," ,0,1228, ","   356"," ,0,1228, "," 113.5"," ,0,1204, ","   1592.3"," ,0","      773"," ,0"
"USC00368763","1991","40.8483","-75.9995","347.5","TAMAQUA 4 N DAM, PA US","       107","0","        89","0","         6","0","       21","","         6","0","        75"," ","        35"," ","   152"," ,0,0315, ","   152"," ,0,0315, ","  47.8"," ,0,1122, ","   1013.6"," ,0","      380"," ,0"
"USC00368763","1992","40.8483","-75.9995","347.5","TAMAQUA 4 N DAM, PA US","","","","","","","","","","","       131"," ","        36"," ","","","","","","","","","",""
"USC00368763","1993","40.8483","-75.9995","347.5","TAMAQUA 4 N DAM, PA US","       111","0","        95","0","        19","0","       53","","        12","0","        95"," ","        33"," ","   508"," ,0,0315,+","   356"," ,0,0314, "," 110.2"," ,0,1128, ","   1476.7"," ,0","     1168"," ,0"
"USC00368763","1994","40.8483","-75.9995","347.5","TAMAQUA 4 N DAM, PA US","       103","0","        93","0","        17","0","       90","","        19","0","       103"," ","        39"," ","   838"," ,0,0121,+","   483"," ,0,0118, ","  69.6"," ,0,0612, ","   1494.3"," ,0","     2003"," ,0"
"USC00368763","1995","40.8483","-75.9995","347.5","TAMAQUA 4 N DAM, PA US","       103","0","        90","0","        10","0","       59","","        12","0","        98"," ","        38"," ","   330"," ,0,1220, ","   254"," ,0,1220, ","  78.2"," ,0,1021, ","   1173.4"," ,0","      951"," ,0"
"USC00368763","1996","40.8483","-75.9995","347.5","TAMAQUA 4 N DAM, PA US","       124","0","       112","0","        23","0","       52","","        13","0","       146"," ","        29"," ","   813"," ,0,0113, ","   457"," ,0,0108, ","  99.1"," ,0,1019, ","   1829.5"," ,0","     1269"," ,0"
"USC00368763","1997","40.8483","-75.9995","347.5","TAMAQUA 4 N DAM, PA US","        90","0","        85","0","         8","0","       67","","        16","0","        88"," ","        19"," ","   356"," ,0,0401, ","   356"," ,0,0401, ","  49.8"," ,0,0911, ","   1117.8"," ,0","     1052"," ,0"
"USC00368763","1998","40.8483","-75.9995","347.5","TAMAQUA 4 N DAM, PA US","       101","0","        97","0","         8","0","","","         9","0","        87"," ","        32"," ","","","    76"," ,0,1230,+","  41.7"," ,0,0410, ","   1162.3"," ,0","      366"," ,0"
"USC00368763","1999","40.8483","-75.9995","347.5","TAMAQUA 4 N DAM, PA US","        87","0","        76","0","        13","0","       41","","         9","0","        81"," ","        21"," ","   203"," ,0,0315, ","   203"," ,0,0315, ","  97.0"," ,0,0917, ","   1146.3"," ,0","      659"," ,0"
"USC00368763","2000","40.8483","-75.9995","347.5","TAMAQUA 4 N DAM, PA US","","","","","","","","","","","        12"," ","","","","","","","","","","","",""
"USC00368763","2012","40.8483","-75.9995","347.5","TAMAQUA 4 N DAM, PA US","","","","","","","","","","","         8"," ","         8"," ","","","","","","","","","",""
"USC00368763","2013","40.8483","-75.9995","347.5","TAMAQUA 4 N DAM, PA US","       121","7","        74","7","        10","7","","","","","        32"," ","        23"," ","","","","","  71.6"," ,7,0809, ","   1125.5"," ,7","",""
"USC00368763","2014","40.8483","-75.9995","347.5","TAMAQUA 4 N DAM, PA US","       125","7","        84","7","        15","7","       67","","        18","7","        23"," ","        16"," ","   559"," ,7,0219,+","   239"," ,7,0214, "," 109.5"," ,7,1016, ","   1259.5"," ,7","     1493"," ,7"
"USC00368763","2015","40.8483","-75.9995","347.5","TAMAQUA 4 N DAM, PA US","       119","7","        81","7","         9","7","       62","","        17","7","        33"," ","        20"," ","   381"," ,7,0306, ","   140"," ,7,0202, ","  88.6"," ,7,0701, ","   1122.3"," ,7","     1207"," ,7"
"USC00368763","2016","40.8483","-75.9995","347.5","TAMAQUA 4 N DAM, PA US","       131","7","        80","7","         7","7","       36","","        10","7","        19"," ","        16"," ","   635"," ,7,0124, ","   495"," ,7,0124, ","  66.0"," ,7,0225, ","   1050.6"," ,7","     1105"," ,7"
"USC00368763","2017","40.8483","-75.9995","347.5","TAMAQUA 4 N DAM, PA US","       135","7","        88","7","        14","7","       34","","        12","7","        45"," ","        20"," ","   483"," ,7,0316,+","   381"," ,7,0314, ","  50.8"," ,7,0620, ","   1166.6"," ,7","      974"," ,7"
"USC00368763","2018","40.8483","-75.9995","347.5","TAMAQUA 4 N DAM, PA US","       162","7","       122","7","        27","7","       60","","        18","7","        27"," ","        22"," ","   229"," ,7,0322, ","   246"," ,7,0322, ","  71.1"," ,7,0725, ","   2029.0"," ,7","     1692"," ,7"
"USC00368763","2019","40.8483","-75.9995","347.5","TAMAQUA 4 N DAM, PA US","       127","7","        85","7","        16","7","       31","","         9","7","        29"," ","        26"," ","   229"," ,7,0306,+","   157"," ,7,0304, ","  80.8"," ,7,0413, ","   1364.2"," ,7","      823"," ,7"
"USC00368763","2020","40.8483","-75.9995","347.5","TAMAQUA 4 N DAM, PA US","       116","7","        85","7","        14","7","       16","","         4","7","        42"," ","        18"," ","   330"," ,7,1217, ","   330"," ,7,1217, ","  95.3"," ,7,1225, ","   1325.1"," ,7","      520"," ,7"
"USC00368763","2021","40.8483","-75.9995","347.5","TAMAQUA 4 N DAM, PA US","       116","7","        90","7","        10","7","       39","","        10","7","        23"," ","        10"," ","   457"," ,7,0211, ","   180"," ,7,0202, "," 122.9"," ,7,0902, ","   1271.5"," ,7","      867"," ,7"
"USC00368763","2022","40.8483","-75.9995","347.5","TAMAQUA 4 N DAM, PA US","","","","","","","","","","","         1"," ","","","","","","","","","","","",""
